IdCliente,Correo Electrónico,Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa,Nivel Ingreso Anual
2129,kristy17@adventure-works.com,KRISTY,SUAREZ,1968-05-07,Soltero,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2158,brandy12@adventure-works.com,BRANDY,FERNANDEZ,1969-04-20,Soltero,F,60000,1,Universitaria Incompleta,Empleado,No,Medio
2168,kristen5@adventure-works.com,KRISTEN,HUANG,1967-07-31,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2183,allison32@adventure-works.com,ALLISON,NELSON,1980-12-03,Casado,F,60000,0,Universitaria Postgrado,Empleado,Si,Medio
2184,natalie65@adventure-works.com,NATALIE,HILL,1977-07-15,Casado,F,60000,2,Universitaria Completa,Empleado,Si,Medio
2187,ariana12@adventure-works.com,ARIANA,BELL,1969-11-06,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2188,emma30@adventure-works.com,EMMA,MORGAN,1968-09-30,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2242,jill10@adventure-works.com,JILL,DIAZ,1969-10-18,Soltero,F,60000,1,Universitaria Incompleta,Empleado,No,Medio
2363,kendra8@adventure-works.com,KENDRA,ALONSO,1974-06-01,Soltero,F,60000,0,Universitaria Postgrado,Empleado,Si,Medio
2386,alison7@adventure-works.com,ALISON,KUMAR,1969-07-20,Soltero,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2406,deborah13@adventure-works.com,DEBORAH,LAL,1969-05-14,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2424,rebekah7@adventure-works.com,REBEKAH,ARTHUR,1969-08-29,Soltero,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2425,brittney22@adventure-works.com,BRITTNEY,SHE,1968-09-12,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2443,grace48@adventure-works.com,GRACE,BENNETT,1980-12-28,Casado,F,60000,1,Universitaria Postgrado,Empleado,Si,Medio
2471,nancy21@adventure-works.com,NANCY,MARTINEZ,1974-09-18,Soltero,F,60000,0,Universitaria Postgrado,Empleado,Si,Medio
2527,kristi18@adventure-works.com,KRISTI,CHAPMAN,1968-08-28,Soltero,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2529,amy21@adventure-works.com,AMY,GAO,1970-02-05,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2618,meghan21@adventure-works.com,MEGHAN,ORTEGA,1968-11-02,Casado,F,60000,1,Universitaria Incompleta,Empleado,Si,Medio
2626,tamara13@adventure-works.com,TAMARA,SHEN,1969-08-09,Soltero,F,60000,1,Universitaria Incompleta,Empleado,No,Medio
132,daisy5@adventure-works.com,DAISY,ROMERO,1958-01-29,Casado,F,110000,4,Secundaria Completa,Empresario,Si,Alta
149,janet21@adventure-works.com,JANET,BROWNING,1980-03-11,Casado,F,120000,0,Secundaria Incompleta,Empresario,Si,Alta
162,theresa7@adventure-works.com,THERESA,NAVARRO,1978-06-19,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
310,claudia8@adventure-works.com,CLAUDIA,YE,1978-05-27,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
317,tanya1@adventure-works.com,TANYA,JIMENEZ,1981-01-25,Soltero,F,130000,4,Secundaria Completa,Empresario,Si,Alta
324,chloe35@adventure-works.com,CHLOE,JOHNSON,1980-08-14,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
382,meredith17@adventure-works.com,MEREDITH,MARTINEZ,1982-01-24,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
497,ruth19@adventure-works.com,RUTH,GARCIA,1980-08-18,Casado,F,130000,4,Secundaria Completa,Empresario,Si,Alta
498,deborah15@adventure-works.com,DEBORAH,SHAN,1979-07-02,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
586,tara23@adventure-works.com,TARA,ASHE,1983-03-08,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
618,tabitha26@adventure-works.com,TABITHA,MORENO,1981-05-28,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
757,katrina13@adventure-works.com,KATRINA,CHANDE,1980-10-14,Casado,F,100000,0,Secundaria Completa,Empresario,No,Alta
778,cara16@adventure-works.com,CARA,HU,1982-02-04,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
780,carla15@adventure-works.com,CARLA,SULLIVAN,1982-01-05,Casado,F,110000,0,Universitaria Incompleta,Empresario,No,Alta
782,lindsay14@adventure-works.com,LINDSAY,RAJE,1981-12-31,Casado,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
784,laura13@adventure-works.com,LAURA,WU,1982-01-07,Soltero,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
888,carrie3@adventure-works.com,CARRIE,HERNANDEZ,1958-08-02,Casado,F,90000,4,Secundaria Completa,Empresario,No,Alta
894,jaclyn36@adventure-works.com,JACLYN,PAL,1956-08-19,Casado,F,90000,4,Secundaria Completa,Empresario,Si,Alta
941,krystal15@adventure-works.com,KRYSTAL,GAO,1981-10-02,Soltero,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
942,karla18@adventure-works.com,KARLA,NARA,1979-05-19,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
943,toni2@adventure-works.com,TONI,PATEL,1978-06-02,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
970,christy13@adventure-works.com,CHRISTY,GAO,1979-05-22,Casado,F,130000,5,Secundaria Incompleta,Empresario,Si,Alta
972,briana15@adventure-works.com,BRIANA,CARLSON,1982-03-14,Soltero,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
973,tiffany14@adventure-works.com,TIFFANY,ZHU,1981-09-05,Soltero,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
974,alisha26@adventure-works.com,ALISHA,SHEN,1981-07-08,Casado,F,130000,4,Secundaria Completa,Empresario,Si,Alta
976,kathryn0@adventure-works.com,KATHRYN,SHE,1979-10-12,Casado,F,100000,0,Secundaria Completa,Empresario,Si,Alta
1308,laura14@adventure-works.com,LAURA,LIN,1980-04-06,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
1455,kathleen18@adventure-works.com,KATHLEEN,RAMOS,1958-08-27,Casado,F,90000,4,Secundaria Completa,Empresario,Si,Alta
1483,cassie17@adventure-works.com,CASSIE,NATH,1980-12-19,Casado,F,100000,0,Secundaria Completa,Empresario,Si,Alta
1484,katrina15@adventure-works.com,KATRINA,NARA,1980-12-19,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
1494,megan50@adventure-works.com,MEGAN,PRICE,1981-11-13,Casado,F,100000,0,Secundaria Completa,Empresario,Si,Alta
1495,krystal3@adventure-works.com,KRYSTAL,LI,1981-02-13,Soltero,F,110000,0,Secundaria Completa,Empresario,No,Alta
1499,amy28@adventure-works.com,AMY,CAI,1979-01-12,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
2036,mackenzie5@adventure-works.com,MACKENZIE,RAMIREZ,1958-07-13,Casado,F,100000,3,Universitaria Incompleta,Empresario,No,Alta
2107,kate7@adventure-works.com,KATE,LAL,1982-07-03,Soltero,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
2108,nicole54@adventure-works.com,NICOLE,COLEMAN,1982-03-12,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
2111,candace18@adventure-works.com,CANDACE,SANCHEZ,1979-09-29,Casado,F,100000,0,Secundaria Completa,Empresario,No,Alta
2116,dawn41@adventure-works.com,DAWN,NARA,1980-09-09,Casado,F,110000,0,Secundaria Completa,Empresario,Si,Alta
2117,joan15@adventure-works.com,JOAN,HERNANDEZ,1979-11-12,Casado,F,100000,0,Secundaria Completa,Empresario,Si,Alta
2419,ebony14@adventure-works.com,EBONY,MEHTA,1981-11-06,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
2516,jacquelyn4@adventure-works.com,JACQUELYN,HERNANDEZ,1980-02-07,Casado,F,100000,0,Secundaria Completa,Empresario,Si,Alta
2520,jill26@adventure-works.com,JILL,CARLSON,1982-07-27,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
2585,dana5@adventure-works.com,DANA,DOMINGUEZ,1957-07-31,Casado,F,100000,3,Universitaria Incompleta,Empresario,Si,Alta
2613,sheila10@adventure-works.com,SHEILA,NAVARRO,1981-11-03,Casado,F,110000,0,Universitaria Incompleta,Empresario,Si,Alta
2614,brandi4@adventure-works.com,BRANDI,HERNANDEZ,1979-09-01,Soltero,F,100000,0,Secundaria Completa,Empresario,Si,Alta
103,jacqueline9@adventure-works.com,JACQUELINE,POWELL,1941-03-25,Soltero,F,120000,1,Universitaria Postgrado,Empresario,Si,Alta
104,stephanie52@adventure-works.com,STEPHANIE,COLLINS,1973-07-11,Casado,F,130000,1,Universitaria Postgrado,Empresario,Si,Alta
120,bonnie27@adventure-works.com,BONNIE,RAJI,1942-03-31,Casado,F,70000,4,Universitaria Postgrado,Empresario,Si,Alta
146,candice19@adventure-works.com,CANDICE,SUN,1977-11-23,Casado,F,120000,1,Universitaria Postgrado,Empresario,No,Alta
151,colleen19@adventure-works.com,COLLEEN,HARRISON,1978-01-07,Casado,F,110000,1,Universitaria Postgrado,Empresario,No,Alta
152,wendy17@adventure-works.com,WENDY,CARLSON,1977-10-03,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
179,taylor58@adventure-works.com,TAYLOR,THOMAS,1961-08-01,Soltero,F,70000,3,Universitaria Postgrado,Empresario,No,Alta
263,jade13@adventure-works.com,JADE,BAILEY,1945-07-14,Casado,F,70000,4,Universitaria Postgrado,Empresario,No,Alta
321,kaylee2@adventure-works.com,KAYLEE,SANDERS,1977-08-01,Casado,F,120000,1,Universitaria Postgrado,Empresario,No,Alta
346,sydney34@adventure-works.com,SYDNEY,FLORES,1961-11-08,Casado,F,70000,3,Universitaria Postgrado,Empresario,Si,Alta
347,janet33@adventure-works.com,JANET,SCOTT,1961-11-04,Soltero,F,70000,3,Universitaria Postgrado,Empresario,Si,Alta
355,jenny40@adventure-works.com,JENNY,RAI,1942-04-06,Casado,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
386,shawna14@adventure-works.com,SHAWNA,ANDERSEN,1977-09-19,Casado,F,90000,1,Universitaria Postgrado,Empresario,Si,Alta
387,gloria22@adventure-works.com,GLORIA,ORTEGA,1978-05-25,Casado,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
463,katelyn2@adventure-works.com,KATELYN,SANDERS,1944-11-07,Casado,F,130000,2,Universitaria Postgrado,Empresario,Si,Alta
487,dawn45@adventure-works.com,DAWN,RAJI,1974-08-03,Soltero,F,100000,0,Universitaria Postgrado,Empresario,No,Alta
654,hailey47@adventure-works.com,HAILEY,TURNER,1961-10-07,Soltero,F,70000,3,Universitaria Postgrado,Empresario,Si,Alta
762,gina13@adventure-works.com,GINA,DOMINGUEZ,1978-04-28,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
816,kayla28@adventure-works.com,KAYLA,ROSS,1966-08-19,Soltero,F,80000,5,Universitaria Postgrado,Empresario,Si,Alta
840,jamie22@adventure-works.com,JAMIE,HARRISON,1949-11-25,Casado,F,70000,5,Universitaria Postgrado,Empresario,Si,Alta
867,donna7@adventure-works.com,DONNA,KUMAR,1942-12-29,Casado,F,70000,4,Universitaria Postgrado,Empresario,Si,Alta
954,meghan10@adventure-works.com,MEGHAN,GUTIERREZ,1977-10-14,Soltero,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
955,jamie18@adventure-works.com,JAMIE,GAO,1977-06-21,Casado,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
957,jill18@adventure-works.com,JILL,GUTIERREZ,1979-01-07,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
959,michele6@adventure-works.com,MICHELE,LUO,1978-03-12,Soltero,F,110000,1,Universitaria Postgrado,Empresario,No,Alta
960,brandy11@adventure-works.com,BRANDY,GARCIA,1977-12-31,Soltero,F,130000,1,Universitaria Postgrado,Empresario,No,Alta
964,emily34@adventure-works.com,EMILY,LONG,1975-03-16,Soltero,F,100000,0,Universitaria Postgrado,Empresario,No,Alta
1305,dawn42@adventure-works.com,DAWN,NATH,1978-02-08,Casado,F,110000,1,Universitaria Postgrado,Empresario,No,Alta
1310,victoria63@adventure-works.com,VICTORIA,GONZALES,1978-10-03,Casado,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
1322,brenda25@adventure-works.com,BRENDA,PEREZ,1978-12-03,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
1329,jessie36@adventure-works.com,JESSIE,RAMOS,1975-10-03,Soltero,F,80000,5,Universitaria Postgrado,Empresario,Si,Alta
1330,gabriella1@adventure-works.com,GABRIELLA,SANDERS,1975-05-07,Casado,F,80000,5,Universitaria Postgrado,Empresario,Si,Alta
1332,angela7@adventure-works.com,ANGELA,HENDERSON,1978-09-19,Casado,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
1333,kaylee18@adventure-works.com,KAYLEE,COOK,1978-01-26,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
1338,nichole0@adventure-works.com,NICHOLE,SHE,1974-04-29,Casado,F,80000,5,Universitaria Postgrado,Empresario,No,Alta
1339,kate18@adventure-works.com,KATE,RAJI,1977-07-14,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
1340,ann23@adventure-works.com,ANN,GONZALEZ,1977-07-21,Casado,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
1342,sarah18@adventure-works.com,SARAH,GARCIA,1975-11-25,Soltero,F,80000,5,Universitaria Postgrado,Empresario,Si,Alta
1343,jaclyn21@adventure-works.com,JACLYN,ZHENG,1974-08-29,Casado,F,80000,5,Universitaria Postgrado,Empresario,Si,Alta
1356,kelsey19@adventure-works.com,KELSEY,BECKER,1967-01-07,Soltero,F,130000,0,Universitaria Postgrado,Empresario,No,Alta
1357,bonnie17@adventure-works.com,BONNIE,JAI,1967-08-09,Casado,F,130000,0,Universitaria Postgrado,Empresario,Si,Alta
1370,leah16@adventure-works.com,LEAH,HU,1975-01-08,Soltero,F,110000,0,Universitaria Postgrado,Empresario,No,Alta
1412,ashley15@adventure-works.com,ASHLEY,MARTIN,1961-09-21,Soltero,F,70000,3,Universitaria Postgrado,Empresario,No,Alta
1444,elizabeth22@adventure-works.com,ELIZABETH,ROBINSON,1951-08-03,Soltero,F,170000,2,Universitaria Postgrado,Empresario,No,Alta
1449,christina5@adventure-works.com,CHRISTINA,RAMIREZ,1974-05-26,Soltero,F,130000,0,Universitaria Postgrado,Empresario,No,Alta
1629,felicia5@adventure-works.com,FELICIA,MORENO,1977-07-29,Casado,F,90000,1,Universitaria Postgrado,Empresario,No,Alta
1630,leslie4@adventure-works.com,LESLIE,HERNANDEZ,1978-01-01,Soltero,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
1632,anna55@adventure-works.com,ANNA,MARTINEZ,1978-06-26,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
1645,deanna25@adventure-works.com,DEANNA,MARTIN,1967-10-28,Soltero,F,130000,0,Universitaria Postgrado,Empresario,No,Alta
1666,olivia53@adventure-works.com,OLIVIA,PERRY,1961-06-03,Soltero,F,70000,3,Universitaria Postgrado,Empresario,Si,Alta
1815,barbara47@adventure-works.com,BARBARA,GOEL,1977-04-14,Soltero,F,90000,1,Universitaria Postgrado,Empresario,Si,Alta
1816,carly17@adventure-works.com,CARLY,GOEL,1978-01-30,Casado,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
1841,evelyn20@adventure-works.com,EVELYN,RODRIGUEZ,1974-03-30,Soltero,F,110000,0,Universitaria Postgrado,Empresario,No,Alta
1905,faith22@adventure-works.com,FAITH,HAYES,1976-07-12,Soltero,F,130000,1,Universitaria Postgrado,Empresario,No,Alta
1906,jada16@adventure-works.com,JADA,SANCHEZ,1977-01-08,Soltero,F,170000,1,Universitaria Postgrado,Empresario,No,Alta
1972,gloria9@adventure-works.com,GLORIA,ROMERO,1950-06-21,Soltero,F,120000,2,Universitaria Postgrado,Empresario,Si,Alta
1997,tracy11@adventure-works.com,TRACY,PAL,1942-12-04,Casado,F,70000,4,Universitaria Postgrado,Empresario,Si,Alta
2001,kaylee22@adventure-works.com,KAYLEE,COLLINS,1949-06-01,Soltero,F,110000,2,Universitaria Postgrado,Empresario,Si,Alta
2087,tamara18@adventure-works.com,TAMARA,YUAN,1977-06-01,Soltero,F,90000,1,Universitaria Postgrado,Empresario,Si,Alta
2094,anna5@adventure-works.com,ANNA,ROGERS,1937-05-02,Soltero,F,80000,3,Universitaria Postgrado,Empresario,Si,Alta
2095,denise6@adventure-works.com,DENISE,VANCE,1974-05-24,Soltero,F,110000,0,Universitaria Postgrado,Empresario,No,Alta
2119,pearlie0@adventure-works.com,PEARLIE,RUSEK,1977-05-06,Soltero,F,90000,1,Universitaria Postgrado,Empresario,Si,Alta
2120,ann13@adventure-works.com,ANN,MADAN,1977-06-29,Casado,F,100000,1,Universitaria Postgrado,Empresario,Si,Alta
2123,jenny45@adventure-works.com,JENNY,FERRIER,1977-11-08,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
2124,kathryn2@adventure-works.com,KATHRYN,SHEN,1977-08-04,Casado,F,120000,1,Universitaria Postgrado,Empresario,Si,Alta
2138,nancy23@adventure-works.com,NANCY,SANCHEZ,1966-03-20,Soltero,F,130000,0,Universitaria Postgrado,Empresario,No,Alta
2154,briana4@adventure-works.com,BRIANA,ASHE,1975-02-03,Soltero,F,100000,0,Universitaria Postgrado,Empresario,No,Alta
2220,kara18@adventure-works.com,KARA,BECKER,1977-12-28,Soltero,F,90000,2,Universitaria Postgrado,Empresario,No,Alta
2221,mary36@adventure-works.com,MARY,ALLEN,1975-03-13,Casado,F,100000,0,Universitaria Postgrado,Empresario,No,Alta
2228,mallory2@adventure-works.com,MALLORY,BLANCO,1978-01-05,Soltero,F,130000,1,Universitaria Postgrado,Empresario,No,Alta
2239,jessie4@adventure-works.com,JESSIE,MORENO,1978-01-11,Casado,F,90000,1,Universitaria Postgrado,Empresario,No,Alta
2289,elizabeth26@adventure-works.com,ELIZABETH,LEE,1941-04-20,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
2299,martha20@adventure-works.com,MARTHA,HU,1945-01-25,Casado,F,70000,4,Universitaria Postgrado,Empresario,Si,Alta
2302,emily15@adventure-works.com,EMILY,MARTIN,1945-10-26,Casado,F,150000,1,Universitaria Postgrado,Empresario,Si,Alta
2381,sheila1@adventure-works.com,SHEILA,GOMEZ,1977-10-20,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
2402,cindy14@adventure-works.com,CINDY,MEHTA,1977-10-25,Soltero,F,80000,4,Universitaria Postgrado,Empresario,Si,Alta
2403,daisy2@adventure-works.com,DAISY,JIMÉNEZ,1977-12-07,Casado,F,90000,1,Universitaria Postgrado,Empresario,Si,Alta
2420,mallory14@adventure-works.com,MALLORY,MORENO,1978-02-23,Soltero,F,110000,1,Universitaria Postgrado,Empresario,Si,Alta
2421,valerie13@adventure-works.com,VALERIE,LU,1978-03-13,Soltero,F,120000,1,Universitaria Postgrado,Empresario,Si,Alta
2509,theresa8@adventure-works.com,THERESA,TORRES,1974-06-11,Soltero,F,100000,0,Universitaria Postgrado,Empresario,No,Alta
2561,rachel40@adventure-works.com,RACHEL,HOWARD,1974-01-19,Casado,F,130000,1,Universitaria Postgrado,Empresario,Si,Alta
2599,veronica4@adventure-works.com,VERONICA,VANCE,1952-11-20,Soltero,F,170000,3,Universitaria Postgrado,Empresario,No,Alta
102,kristi39@adventure-works.com,KRISTI,PEREZ,1954-03-06,Soltero,F,70000,5,Universitaria Completa,Empresario,Si,Alta
105,maria53@adventure-works.com,MARIA,CARTER,1969-05-24,Casado,F,130000,1,Universitaria Completa,Empresario,Si,Alta
138,morgan71@adventure-works.com,MORGAN,BENNETT,1953-07-10,Casado,F,110000,3,Universitaria Completa,Empresario,Si,Alta
272,makayla11@adventure-works.com,MAKAYLA,WARD,1975-08-13,Soltero,F,120000,0,Universitaria Completa,Empresario,No,Alta
273,chloe80@adventure-works.com,CHLOE,WASHINGTON,1952-05-14,Casado,F,70000,5,Universitaria Completa,Empresario,Si,Alta
281,kayla43@adventure-works.com,KAYLA,ALEXANDER,1954-05-17,Casado,F,70000,4,Universitaria Completa,Empresario,Si,Alta
290,sierra7@adventure-works.com,SIERRA,PARKER,1947-06-29,Casado,F,90000,5,Universitaria Completa,Empresario,Si,Alta
311,stacy13@adventure-works.com,STACY,DOMINGUEZ,1979-06-20,Soltero,F,150000,0,Universitaria Completa,Empresario,Si,Alta
329,lauren60@adventure-works.com,LAUREN,WASHINGTON,1977-02-12,Casado,F,80000,0,Universitaria Completa,Empresario,Si,Alta
330,chloe65@adventure-works.com,CHLOE,SANDERS,1966-01-09,Casado,F,80000,2,Universitaria Completa,Empresario,No,Alta
345,riley21@adventure-works.com,RILEY,BROOKS,1944-04-14,Casado,F,90000,4,Universitaria Completa,Empresario,No,Alta
356,megan53@adventure-works.com,MEGAN,BARNES,1971-12-27,Soltero,F,110000,4,Universitaria Completa,Empresario,Si,Alta
357,jenna19@adventure-works.com,JENNA,WRIGHT,1969-07-22,Casado,F,130000,1,Universitaria Completa,Empresario,Si,Alta
418,kelly5@adventure-works.com,KELLY,BENNETT,1972-08-26,Soltero,F,150000,1,Universitaria Completa,Empresario,No,Alta
422,marissa17@adventure-works.com,MARISSA,DIAZ,1945-01-25,Soltero,F,90000,4,Universitaria Completa,Empresario,No,Alta
468,sophia18@adventure-works.com,SOPHIA,WRIGHT,1968-05-07,Casado,F,130000,4,Universitaria Completa,Empresario,Si,Alta
475,erin23@adventure-works.com,ERIN,ROGERS,1950-01-14,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
522,danielle23@adventure-works.com,DANIELLE,REED,1972-08-22,Soltero,F,150000,2,Universitaria Completa,Empresario,No,Alta
525,katelyn26@adventure-works.com,KATELYN,SANCHEZ,1969-11-04,Casado,F,130000,1,Universitaria Completa,Empresario,Si,Alta
552,adriana2@adventure-works.com,ADRIANA,CHANDRA,1955-02-18,Casado,F,100000,3,Universitaria Completa,Empresario,Si,Alta
626,isabella28@adventure-works.com,ISABELLA,BRYANT,1980-08-18,Soltero,F,80000,0,Universitaria Completa,Empresario,Si,Alta
666,bonnie24@adventure-works.com,BONNIE,NATH,1952-11-04,Casado,F,80000,5,Universitaria Completa,Empresario,Si,Alta
686,alyssa35@adventure-works.com,ALYSSA,COOPER,1969-04-22,Soltero,F,130000,1,Universitaria Completa,Empresario,No,Alta
695,chloe6@adventure-works.com,CHLOE,NELSON,1951-09-19,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
697,lauren0@adventure-works.com,LAUREN,SANCHEZ,1954-12-29,Casado,F,70000,5,Universitaria Completa,Empresario,Si,Alta
702,sara22@adventure-works.com,SARA,REED,1969-03-26,Casado,F,130000,1,Universitaria Completa,Empresario,No,Alta
705,gabriella11@adventure-works.com,GABRIELLA,TORRES,1973-03-25,Soltero,F,100000,4,Universitaria Completa,Empresario,Si,Alta
716,dominique17@adventure-works.com,DOMINIQUE,SANCHEZ,1948-05-07,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
717,mindy16@adventure-works.com,MINDY,JAI,1948-09-12,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
808,isabella79@adventure-works.com,ISABELLA,WALKER,1965-07-29,Soltero,F,80000,2,Universitaria Completa,Empresario,No,Alta
811,madison3@adventure-works.com,MADISON,JONES,1955-09-08,Soltero,F,70000,2,Universitaria Completa,Empresario,No,Alta
841,nina19@adventure-works.com,NINA,GOEL,1951-11-28,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
842,sara45@adventure-works.com,SARA,HERNANDEZ,1951-06-10,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
848,mya21@adventure-works.com,MYA,GRIFFIN,1976-08-30,Soltero,F,80000,0,Universitaria Completa,Empresario,No,Alta
852,haley29@adventure-works.com,HALEY,PATTERSON,1953-01-09,Soltero,F,70000,4,Universitaria Completa,Empresario,Si,Alta
855,brianna37@adventure-works.com,BRIANNA,COX,1957-01-05,Soltero,F,70000,4,Universitaria Completa,Empresario,Si,Alta
865,victoria42@adventure-works.com,VICTORIA,GRAY,1974-01-10,Casado,F,120000,3,Universitaria Completa,Empresario,Si,Alta
868,amanda42@adventure-works.com,AMANDA,GRIFFIN,1972-02-09,Casado,F,130000,3,Universitaria Completa,Empresario,Si,Alta
869,victoria1@adventure-works.com,VICTORIA,SMITH,1969-04-07,Casado,F,130000,1,Universitaria Completa,Empresario,Si,Alta
870,joan14@adventure-works.com,JOAN,KING,1969-11-23,Soltero,F,130000,1,Universitaria Completa,Empresario,No,Alta
871,natalie74@adventure-works.com,NATALIE,WILSON,1944-06-23,Casado,F,90000,4,Universitaria Completa,Empresario,Si,Alta
1324,amy19@adventure-works.com,AMY,SUN,1954-10-05,Casado,F,110000,3,Universitaria Completa,Empresario,Si,Alta
1328,deanna24@adventure-works.com,DEANNA,PEREZ,1961-11-08,Soltero,F,120000,2,Universitaria Completa,Empresario,Si,Alta
1354,audrey19@adventure-works.com,AUDREY,RAMOS,1967-08-12,Soltero,F,120000,1,Universitaria Completa,Empresario,No,Alta
1403,faith38@adventure-works.com,FAITH,STEWART,1974-02-11,Soltero,F,120000,3,Universitaria Completa,Empresario,Si,Alta
1407,chloe67@adventure-works.com,CHLOE,BENNETT,1969-11-07,Casado,F,160000,1,Universitaria Completa,Empresario,No,Alta
1410,alexis10@adventure-works.com,ALEXIS,THOMAS,1968-06-29,Casado,F,130000,4,Universitaria Completa,Empresario,Si,Alta
1438,samantha39@adventure-works.com,SAMANTHA,GONZALES,1980-08-21,Soltero,F,80000,0,Universitaria Completa,Empresario,No,Alta
1439,brianna40@adventure-works.com,BRIANNA,TORRES,1976-05-06,Soltero,F,80000,0,Universitaria Completa,Empresario,No,Alta
1440,emma29@adventure-works.com,EMMA,COOK,1977-01-09,Soltero,F,80000,0,Universitaria Completa,Empresario,No,Alta
1441,gabrielle9@adventure-works.com,GABRIELLE,COOPER,1975-09-03,Casado,F,120000,0,Universitaria Completa,Empresario,Si,Alta
1442,maria17@adventure-works.com,MARIA,PETERSON,1949-09-05,Casado,F,70000,5,Universitaria Completa,Empresario,Si,Alta
1443,caroline17@adventure-works.com,CAROLINE,FOSTER,1949-09-04,Casado,F,80000,4,Universitaria Completa,Empresario,No,Alta
1450,jessica65@adventure-works.com,JESSICA,MARTINEZ,1974-11-08,Soltero,F,150000,0,Universitaria Completa,Empresario,No,Alta
1460,leah17@adventure-works.com,LEAH,CAI,1966-08-06,Casado,F,130000,2,Universitaria Completa,Empresario,Si,Alta
1466,alisha1@adventure-works.com,ALISHA,WANG,1961-11-06,Casado,F,120000,3,Universitaria Completa,Empresario,Si,Alta
1644,elizabeth47@adventure-works.com,ELIZABETH,ALEXANDER,1967-11-18,Casado,F,120000,1,Universitaria Completa,Empresario,Si,Alta
1704,angela5@adventure-works.com,ANGELA,BARNES,1976-11-29,Soltero,F,80000,0,Universitaria Completa,Empresario,No,Alta
1706,katherine81@adventure-works.com,KATHERINE,THOMAS,1975-12-22,Soltero,F,100000,0,Universitaria Completa,Empresario,Si,Alta
1783,kristina10@adventure-works.com,KRISTINA,SCHMIDT,1961-07-20,Casado,F,170000,0,Universitaria Completa,Empresario,No,Alta
